test_name,planner_name,num_agents,planning_time,plan_cost,num_collision_checks
test42,CBS_MP,4,3.25208,21.8341,84143
test43,CBS_MP,4,0.412453,20.909,7839
test44,CBS_MP,4,60.1194,inf,1412092
test45,CBS_MP,4,70.275,inf,1778759
test46,CBS_MP,4,5.60378,14.3292,167332
test47,CBS_MP,4,85.0552,inf,2179062
test48,CBS_MP,4,1.67704,22.5147,42986
test49,CBS_MP,4,1.74731,13.9452,44998
test20,CBS,4,13.1676,17.8722,340723
test21,CBS,4,60.1023,inf,1688788
test22,CBS,4,7.01805,23.5969,229509
test23,CBS,4,60.0891,inf,1921034
test24,CBS,4,60.0396,inf,1944192
test25,CBS,4,1.15026,16.4061,26875
test26,CBS,4,1.16008,19.1812,33750
test27,CBS,4,0.46016,14.6433,14584
test28,CBS,4,0.503873,19.8793,11511
test29,CBS,4,60.0276,inf,1608225
test30,CBS,4,1.49894,19.3557,42513
test31,CBS,4,0.0877871,11.9031,2907
test32,CBS,4,1.98407,20.8916,65028
test33,CBS,4,60.0021,inf,1871161
test34,CBS,4,36.9461,19.7048,1231708
test35,CBS,4,60.2044,inf,1941189
test36,CBS,4,64.8663,inf,2215853
test37,CBS,4,0.297943,17.1217,9569
test38,CBS,4,60.0061,inf,1901101
test39,CBS,4,60.0716,inf,1929787
test40,CBS,4,60.0211,inf,1973099
test41,CBS,4,60.0203,inf,1942765
test42,CBS,4,60.0575,inf,2030997
test43,CBS,4,0.385416,20.909,7458
test44,CBS,4,60.1257,inf,1607422
test45,CBS,4,60.0584,inf,1865182
test46,CBS,4,60.0263,inf,2028899
test47,CBS,4,60.0794,inf,1628988
test48,CBS,4,35.4931,21.7817,1034432
test49,CBS,4,41.5967,13.4914,1339541
test20,DRRT-FIRST,4,0.395719,38.9281,100702
test21,DRRT-FIRST,4,0.328866,31.508,100127
test22,DRRT-FIRST,4,2.11405,43.7122,128395
test23,DRRT-FIRST,4,1.1478,99.9259,113968
test24,DRRT-FIRST,4,0.286054,30.548,100809
test25,DRRT-FIRST,4,0.230593,18.4332,100052
test26,DRRT-FIRST,4,0.343716,30.437,99208
test27,DRRT-FIRST,4,0.00460286,14.3292,95903
test28,DRRT-FIRST,4,0.234656,21.8054,98585
test29,DRRT-FIRST,4,0.174675,31.8577,99270
test30,DRRT-FIRST,4,0.583595,55.7903,103753
test31,DRRT-FIRST,4,0.00451204,11.2399,94642
test32,DRRT-FIRST,4,0.289317,26.7277,101098
test33,DRRT-FIRST,4,0.984278,71.1034,111673
test34,DRRT-FIRST,4,0,inf,951746
test35,DRRT-FIRST,4,1.25051,43.1437,112801
test36,DRRT-FIRST,4,0.271927,32.0317,99208
test37,DRRT-FIRST,4,0.367169,18.2801,101921
test38,DRRT-FIRST,4,0.192269,48.8456,98794
test39,DRRT-FIRST,4,0.292908,27.1463,100572
test40,DRRT-FIRST,4,0.236594,21.0987,98765
test41,DRRT-FIRST,4,0.251361,20.4346,99169
test42,DRRT-FIRST,4,0.310087,27.8437,99120
test43,DRRT-FIRST,4,0.366248,21.0414,101678
test44,DRRT-FIRST,4,0.278971,33.521,99970
test45,DRRT-FIRST,4,0.401395,28.8496,102129
test46,DRRT-FIRST,4,0.320373,20.3437,100352
test47,DRRT-FIRST,4,0.305096,26.5837,99453
test48,DRRT-FIRST,4,0.482127,26.1337,102447
test49,DRRT-FIRST,4,0.251337,21.8529,99393
test0,XECBS,4,1.88944,18.1514,36752
test1,XECBS,4,1.47042,23.1605,31263
test2,XECBS,4,0.286943,21.1708,7736
test3,XECBS,4,0.126921,16.7203,4830
test4,XECBS,4,0.190727,21.2407,7092
test5,XECBS,4,0.283256,18.9019,9590
test6,XECBS,4,0.214128,20.2284,7533
test7,XECBS,4,0.362286,20.2982,12163
test8,XECBS,4,0.684242,18.4656,16858
test9,XECBS,4,0.193278,17.942,6798
test10,XECBS,4,1.61166,17.5057,36557
test11,XECBS,4,0.329512,27.4889,11711
test12,XECBS,4,2.12792,17.3486,48085
test13,XECBS,4,0.152084,18.3609,5727
test14,XECBS,4,0.290051,16.0047,7237
test15,XECBS,4,0.185245,10.6465,4965
test16,XECBS,4,0.221639,14.9051,7252
test17,XECBS,4,1.55316,16.7203,30697
test18,XECBS,4,0.331653,18.7623,10693
test19,XECBS,4,0.704915,20.9614,18893
test20,XECBS,4,0.269513,18.0118,7372
test21,XECBS,4,0.523877,22.3577,12625
test22,XECBS,4,4.15164,23.8412,80147
test23,XECBS,4,2.05573,22.2006,34572
test24,XECBS,4,2.54601,19.7746,44029
test25,XECBS,4,0.321771,16.8599,6632
test26,XECBS,4,0.389442,19.3208,9092
test27,XECBS,4,0.225482,14.5037,6407
test28,XECBS,4,0.320168,19.9142,6919
test29,XECBS,4,0.371216,20.2284,9684
test30,XECBS,4,0.273749,19.3906,6894
test31,XECBS,4,0.142467,11.9031,4316
test32,XECBS,4,0.395392,20.7869,10996
test33,XECBS,4,2.74979,28.0474,46132
test34,XECBS,4,1.27955,19.635,22662
test35,XECBS,4,2.78651,23.4921,57639
test36,XECBS,4,0.620114,20.1935,14288
test37,XECBS,4,0.285709,17.2962,7872
test38,XECBS,4,0.78155,20.0887,17590
test39,XECBS,4,5.27914,25.22,82938
test40,XECBS,4,0.497386,14.8353,11264
test41,XECBS,4,0.359584,17.8024,9383
test42,XECBS,4,0.870658,20.5425,20431
test43,XECBS,4,0.276487,20.944,5802
test44,XECBS,4,0.70645,23.719,15199
test45,XECBS,4,9.99125,16.1967,115742
test46,XECBS,4,0.626283,14.1197,14174
test47,XECBS,4,61.0679,inf,675640
test48,XECBS,4,0.94615,22.5147,19172
test49,XECBS,4,0.461774,15.132,8077
